# pinyin	word	lcid	rcid	mid	value
daomaotaiting	稲毛台町	1293	1293	501	-16.41830062866211
daomazhuwei	稲麻竹葦	1285	1285	228	-15.672599792480469
daomei	稲美	1293	1293	501	-15.725099563598633
daomei	道美	1291	1291	501	-14.155599594116211
daomeiting	稲美町	1293	1293	82	-12.688599586486816
daomen	稲門	1288	1288	236	-18.019500732421875
daomi	刀禰	1290	1290	3	-12.939000129699707
daomi	搗米	1285	1285	501	-18.28529930114746
daomi	道弥	1291	1291	501	-16.140499114990234
daomi	道糸	1285	1285	284	-18.380599975585938
daomian	道免	1293	1293	501	-15.725099563598633
daomiao	稲苗	1285	1285	501	-18.28529930114746
daomin	島民	1285	1285	408	-11.655500411987305
daomin	道民	1285	1285	224	-12.890600204467773
daoming	島名	1285	1285	385	-18.28529930114746
daoming	嶋名	1285	1285	501	-18.28529930114746
daoming	道命	1289	1289	501	-14.52280044555664
daoming	道明	1288	1288	285	-18.019500732421875
daomingsi	道明寺	1285	1285	200	-13.521200180053711
daomu	倒幕	1283	1283	498	-12.539600372314453
daomu	倒木	1285	1285	220	-13.055899620056152
daomu	島木	1290	1290	323	-12.920900344848633
daomu	島牧	1293	1293	309	-14.381400108337402
daomu	擣目	1285	1285	501	-18.380599975585938
daomu	稲木	1290	1290	285	-16.83489990234375
daomu	稲目	1291	1291	32	-17.239099502563477
daomu	道木	1290	1290	501	-16.83489990234375
daomuranger	島木譲二	1289	1289	122	-21.45800018310547
daomuyundong	倒幕運動	1288	1288	106	-14.255399703979492
daona	盗捺	1283	1283	501	-17.569299697875977
daonan	島男	1291	1291	501	-17.239099502563477
daonan	盗難	1285	1285	490	-11.906100273132324
daonan	道南	1285	1285	17	-13.093299865722656
daonan	道男	1291	1291	439	-13.601499557495117
daonanche	盗難車	1288	1288	501	-14.208600044250488
daonanshijian	盗難事件	1288	1288	490	-13.770999908447266
daonei	島内	1290	1290	480	-13.656800270080566
daonei	稲内	1290	1290	501	-16.364900588989258
daonei	道内	1285	1285	397	-11.908900260925293
daoneihongming	島内宏明	1289	1289	122	-17.913999557495117
daoneiwai	島内外	1285	1285	501	-18.28529930114746
daoneiwai	道内外	1285	1285	501	-18.198299407958984
daoni	稲籾	1285	1285	501	-18.380599975585938
daonian	道念	1285	1285	76	-17.171600341796875
daoniao	導尿	1285	1285	501	-18.28529930114746
daopan	道盤	1293	1293	501	-16.823699951171875
daopang	道旁	1285	1285	501	-18.28529930114746
daopi	盗癖	1285	1285	366	-16.09309959411621
daopi	道丕	1289	1289	501	-17.04050064086914
daopin	盗品	1285	1285	445	-13.65939998626709
daoping	稲平	1291	1291	501	-17.239099502563477
daoping	道平	1291	1291	369	-17.239099502563477
daopo	道破	1283	1283	501	-16.668500900268555
daopu	島浦	1293	1293	501	-16.823699951171875
daopu	道浦	1290	1290	501	-15.130200386047363
daoqi	島崎	1290	1290	370	-11.01930046081543
daoqi	嶋崎	1290	1290	159	-14.333499908447266
daoqi	嶌崎	1290	1290	501	-16.83489990234375
daoqi	稲妻	1285	1285	60	-18.380599975585938
daoqi	稲崎	1290	1290	501	-15.611100196838379
daoqian	刀銭	1285	1285	501	-16.751399993896484
daoqian	島前	1288	1288	385	-13.646100044250488
daoqian	盗銭	1285	1285	501	-18.28529930114746
daoqiang	刀槍	1285	1285	501	-18.28529930114746
daoqiao	道橋	1290	1290	129	-12.189499855041504
daoqie	盗窃	1285	1285	501	-18.28529930114746
daoqihegezi	島崎和歌子	1289	1289	122	-16.115999221801758
daoqijunlang	島崎俊郎	1289	1289	122	-16.76300048828125
daoqin	倒秦	1285	1285	501	-18.28529930114746
daoqing	島清	1289	1289	501	-17.04050064086914
daoqing	道晴	1291	1291	501	-16.728200912475586
daoqing	道清	1291	1291	440	-17.239099502563477
daoqitengcun	島崎藤村	1289	1289	323	-11.400400161743164
daoqiuting	稲丘町	1293	1293	501	-16.41830062866211
daoqixing	稲妻形	1285	1285	501	-18.380599975585938
daoqiyaoxiang	島崎遥香	1289	1289	122	-14.51099967956543
daoqu	盗取	1285	1285	501	-18.28529930114746
daoqu	稲取	1293	1293	200	-13.102100372314453
daoqu	道取	1283	1283	501	-17.569299697875977
daoquan	刀泉	1285	1285	501	-18.28529930114746
daoquan	稲泉	1290	1290	501	-15.01039981842041
daoquan	道全	1291	1291	501	-17.239099502563477
daoque	稲雀	1285	1285	501	-18.380599975585938
daore	稲熱	1285	1285	501	-18.380599975585938
daorebing	稲熱病	1285	1285	501	-17.425100326538086
daoren	刀刃	1285	1285	501	-18.28529930114746
daoren	島人	1285	1285	501	-18.380599975585938
daoren	盗人	1285	1285	74	-14.528300285339355
daoren	道人	1285	1285	128	-14.473600387573242
daoren	道仁	1288	1288	285	-18.019500732421875
daoren	道忍	1291	1291	501	-17.239099502563477
daorengenxing	盗人根性	1285	1285	228	-15.672599792480469
daorenshanghu	盗人上戸	1285	1285	228	-15.672599792480469
daorong	道栄	1291	1291	497	-17.239099502563477
daoru	導入	1283	1283	375	-7.517099857330322
daoru	道入	1289	1289	501	-17.04050064086914
daorubu	導入部	1288	1288	458	-12.857199668884277
daorubufen	導入部分	1283	1285	17	-13.342499732971191
daoruhou	導入後	1283	1305	17	-12.607000350952148
daorun	道潤	1291	1291	501	-17.239099502563477
daoruo	稲若	1291	1291	501	-17.239099502563477
daorushi	導入時	1283	1305	17	-13.20479965209961
daorushili	導入事例	1288	1288	501	-13.366100311279297
daosan	道三	1293	1293	498	-12.235400199890137
daosen	島森	1290	1290	501	-15.01039981842041
daosen	盗森	1293	1293	501	-16.823699951171875
daosen	稲森	1290	1290	159	-13.071399688720703
daoshan	島善	1288	1288	501	-18.019500732421875
daoshan	島山	1285	1285	3	-14.964500427246094
daoshan	稲山	1290	1290	279	-13.527999877929688
daoshang	刀傷	1285	1285	501	-18.380599975585938
daoshang	刀商	1285	1285	501	-18.28529930114746
daoshang	道上	1293	1293	409	-15.214300155639648
daoshangyangsan	道上洋三	1289	1289	409	-12.751399993896484
daoshen	刀身	1285	1285	284	-12.61970043182373
daosheng	稲生	1293	1293	330	-15.725099563598633
daosheng	稲盛	1290	1290	501	-11.48639965057373
daosheng	道生	1293	1293	74	-16.130599975585938
daoshenghefu	稲盛和夫	1289	1289	269	-12.297300338745117
daoshi	刀勢	1285	1285	501	-18.28529930114746
daoshi	導師	1285	1285	238	-13.130200386047363
daoshi	島式	1285	1285	501	-18.28529930114746
daoshi	島矢	1290	1290	501	-15.499899864196777
daoshi	盗視	1285	1285	501	-17.942399978637695
daoshi	道世	1291	1291	501	-14.178799629211426
daoshi	道史	1291	1291	122	-18.900999069213867
daoshi	道士	1285	1285	74	-13.12279987335205
daoshi	道矢	1291	1291	501	-17.239099502563477
daoshi	道辻	1285	1285	501	-18.380599975585938
daoshou	刀狩	1285	1285	275	-18.380599975585938
daoshou	島守	1285	1285	501	-16.222999572753906
daoshou	嶋守	1290	1290	501	-15.01039981842041
daoshou	稲手	1290	1290	501	-12.496299743652344
daoshou	道寿	1291	1291	501	-17.239099502563477
daoshu	刀術	1285	1285	501	-18.28529930114746
daoshu	導術	1285	1285	501	-18.28529930114746
daoshu	稲束	1285	1285	501	-18.380599975585938
daoshu	稲黍	1285	1285	501	-18.380599975585938
daoshu	道樹	1291	1291	501	-15.852800369262695
daoshu	道術	1285	1285	440	-15.321900367736816
daoshui	導水	1283	1283	102	-12.205499649047852
daoshui	稲水	1285	1285	501	-18.380599975585938
daoshuishi	刀水士	1291	1291	501	-16.728200912475586
daoshun	道順	1285	1285	231	-13.699899673461914
daosong	島松	1290	1290	81	-13.450499534606934
daosong	稲松	1290	1290	501	-15.376299858093262
daosu	道俗	1285	1285	297	-16.359100341796875
daosubie	稲速別	1289	1289	501	-17.04050064086914
daosui	稲穂	1285	1285	4	-13.051300048828125
daosui	稲穗	1285	1285	501	-18.380599975585938
daosui	道邃	1289	1289	501	-17.04050064086914
daotai	島台	1285	1285	501	-16.222999572753906
daotai	道台	1285	1285	501	-18.28529930114746
daotai	道太	1291	1291	501	-17.239099502563477
daotailang	道太郎	1291	1291	76	-13.614700317382812
daoti	刀剃	1285	1285	501	-18.380599975585938
daoti	導体	1285	1285	339	-13.07040023803711
daotian	島添	1290	1290	501	-14.100500106811523
daotian	島田	1290	1290	344	-9.53600025177002
daotian	嶋田	1290	1290	344	-10.651200294494629
daotian	嶌田	1290	1290	501	-15.01039981842041
daotian	稲田	1290	1290	330	-10.214599609375
daotian	稲畑	1290	1290	92	-13.388099670410156
daotian	稻田	1290	1290	383	-14.562800407409668
daotian	道田	1290	1290	501	-16.83489990234375
daotianche	稲田徹	1289	1289	122	-17.731000900268555
daotiandi	稲田堤	1293	1293	450	-16.823699951171875
daotianfantailang	嶋田繁太郎	1289	1289	106	-12.859999656677246
daotiangesui	島田歌穂	1289	1289	122	-21.013999938964844
daotianjiuzuo	嶋田久作	1289	1289	122	-15.687999725341797
daotianmayang	島田麻央	1289	1289	122	-18.233999252319336
daotianmin	島田敏	1289	1289	122	-16.24799919128418
daotianpengmei	稲田朋美	1289	1289	278	-11.864399909973145
daotianshenzhu	島田紳助	1289	1289	409	-11.261300086975098
daotianshi	島田市	1293	1293	82	-12.057999610900879
daotianyangqi	島田洋七	1289	1289	122	-20.975000381469727
daotianyangyi	島田洋一	1289	1289	122	-15.772000312805176
daotianyangzi	島田陽子	1289	1289	122	-16.312000274658203
daotianyayan	島田雅彦	1289	1289	393	-12.368599891662598
daotianyusi	島田裕巳	1289	1289	383	-12.89900016784668
daotianzhishu	稲田直樹	1289	1289	122	-17.39299964904785
daotianzhitai	嶋田鉄太	1289	1289	122	-18.500999450683594
